area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km
Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370,2.0,2.0,75.0,3.0,1370.0,12.9351457,77.7047541,1.3522923878737512,0.1539823729039149,0.1818633163630239
Plot  Area,18-Dec,Whitefield,3 Bedroom,,1500,3.0,1.0,71.8,3.0,1500.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1100,3.0,2.0,53.0,3.0,1100.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Built-up  Area,Ready To Move,Hoodi,2 BHK,Adion M,1247,2.0,0.0,53.0,2.0,1247.0,12.9959233,77.7192796,0.3892118110996679,1.0030747810000276,0.0340530115309367
Super built-up  Area,19-Dec,Domlur Layout,3 BHK,,2000,3.0,2.0,200.0,3.0,2000.0,12.9644251,77.6349677,0.5635282138848542,0.2432534158721364,0.3715866099605019
Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1020.07,2.0,1.0,68.38,2.0,1020.07,12.9377243,77.7280705,,,
Super built-up  Area,19-Dec,Gunjur Palya,3 BHK,,1033,2.0,2.0,32.0,3.0,1033.0,12.9228378,77.7188315,2.6036333527841244,1.469963722247293,1.0265825048279358
Built-up  Area,Ready To Move,B Narayanapura,3 BHK,Niidet ,1460,2.0,3.0,73.0,3.0,1460.0,12.9980556,77.6848622,,,
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,2.0,52.8,2.0,1150.0,12.9899098,77.7011259,1.739069668768504,0.3322321050967139,0.4419202723307703
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Maana E,5965,5.0,,385.0,5.0,5965.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1141,2.0,1.0,46.0,2.0,1141.0,13.0283523,77.650469,,,
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Niareum,2806 - 3019,6.0,0.0,125.5,4.0,2912.5,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,,4200,4.0,3.0,325.0,4.0,4200.0,13.1112249,77.5798813,0.7255740290704908,0.9153657932218427,0.0729874415889671
Super built-up  Area,18-Jul,Hosa Road,3 BHK,Sosisic,1665,2.0,3.0,125.0,3.0,1665.0,12.8704543,77.6539943,0.0632104157827673,0.108222686543166,0.0350299728216249
Super built-up  Area,18-Dec,Kanakapura,2 BHK,GoityEt,1295,2.0,2.0,64.0,2.0,1295.0,12.9189383,77.5739265,0.3882381613109325,0.1760029073445472,0.1252950229835552
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1230,2.0,1.0,78.0,2.0,1230.0,12.9018012,77.6641767,1.3909299035710845,0.8326963261355745,1.3074632901104353
Super built-up  Area,Ready To Move,Anand Nagar,3 BHK,,1080,2.0,2.0,75.0,3.0,1080.0,13.0346991,77.5944561,,,
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,1000,2.0,1.0,60.0,2.0,1000.0,12.8089587,77.5097006,,0.4895602234017572,0.3374796360046919
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,2400,2.0,0.0,50.0,3.0,2400.0,13.0200235,77.6092887,0.948370139736374,0.2754779248766035,0.1735195109508546
Super built-up  Area,19-Dec,Whitefield,1 BHK,Goted U,613 - 648,1.0,0.0,32.79,1.0,630.5,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,18-May,Rayasandra,3 BHK,,1708,3.0,2.0,75.0,3.0,1708.0,12.8795774,77.6719842,0.3046437048503121,1.1846682539556457,2.3188752919870117
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1697,3.0,2.0,115.0,3.0,1697.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Super built-up  Area,Ready To Move,Whitefield,4 BHK,T ZedZe,3537,5.0,3.0,210.0,4.0,3537.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615,1.0,1.0,28.29,1.0,615.0,12.8704543,77.6539943,0.0632104157827673,0.108222686543166,0.0350299728216249
Built-up  Area,Ready To Move,Banashankari,3 BHK,Naashi ,1350,2.0,0.0,83.0,3.0,1350.0,12.9278196,77.556621,,,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1430 - 1630,,,66.4,3.0,1530.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,19-Dec,Jalahalli,2 BHK,DSata S,1083,2.0,1.0,32.49,2.0,1083.0,13.0394104,77.5197351,0.8441548182890415,0.5728013843657863,0.1224645899222091
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Srtusi ,1460,2.0,2.0,65.0,3.0,1460.0,12.8565317,77.5877237,0.2086520160197649,0.2313756564423799,0.1272264508838482
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1084,2.0,1.0,58.0,2.0,1084.0,13.0283523,77.650469,,,
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1035,2.0,1.0,41.43,2.0,1035.0,12.8160161,77.6892217,2.992311219891365,1.0929517272984866,0.3785562442633366
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,2400,2.0,1.0,150.0,3.0,2400.0,12.8822364,77.6138592,0.5632011725509645,0.1346814663308628,0.823237248450667
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,SLiewce,460,1.0,1.0,21.0,1.0,460.0,12.910142,77.6270827,0.2329830559012165,0.0590782726111296,0.0840658906413644
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1285,2.0,2.0,55.9,2.0,1285.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1200,3.0,2.0,78.0,3.0,1200.0,12.9694037,77.5870258,0.513245507673521,0.1753433216729026,0.0443651517984582
Built-up  Area,Ready To Move,Raghuvanahalli,2 BHK,Srncykh,1070,2.0,1.0,35.0,2.0,1070.0,13.0850111,77.7600477,,2.661034515228484,1.3724692330592798
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,140.0,3.0,1801.0,13.0720352,77.6333905,1.382944725422289,0.2177405617129972,0.0355851745103119
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1697,3.0,2.0,115.0,3.0,1697.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMoryma,1199,2.0,2.0,65.0,2.0,1199.0,12.964118,77.7130369,,,
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1340,2.0,3.0,64.31,3.0,1340.0,12.9467026,77.5300705,0.7109790178070446,0.4682574972882378,0.0059360569856146
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3800,4.0,3.0,205.0,4.0,3800.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,Ready To Move,Wilson Garden,2 BHK,Gonoril,1125,2.0,1.0,75.0,2.0,1125.0,12.9489339,77.5968273,0.072859049951105,0.1122522801896376,0.1860309993329813
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,1.0,67.0,2.0,1200.0,13.0239276,77.6923621,,,
Built-up  Area,Ready To Move,Subramanyapura,2 BHK,Srnumum,1050,2.0,3.0,41.0,2.0,1050.0,12.8992578,77.5321721,1.136546111340634,0.8850959120596756,0.5123876054084918
Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Jaiewke,956,2.0,1.0,49.0,2.0,956.0,12.9512353,77.519054,0.7881468673794932,0.5196799955806761,0.1790219239819533
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,1000,2.0,2.0,30.0,2.0,1000.0,12.9694037,77.5870258,0.513245507673521,0.1753433216729026,0.0443651517984582
Built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1596,3.0,0.0,95.0,3.0,1596.0,12.9947771,77.676929,1.097700361699321,0.3785460313245309,0.5661372802290995
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1296,2.0,3.0,89.06,2.0,1296.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Plot  Area,Ready To Move,NS Palya,6 Bedroom,,1200,7.0,,170.0,6.0,1200.0,12.9089511,77.6035005,0.1026234328427204,0.1845914693380826,0.0383114590561293
Built-up  Area,Ready To Move,Challaghatta,3 BHK,ShanaSp,1639,3.0,3.0,123.0,3.0,1639.0,12.9451006,77.651534,1.9013960518729711,1.1061002147711898,0.3490062277538182
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coomee ,1219,2.0,1.0,61.25,2.0,1219.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1200,3.0,1.0,50.0,3.0,1200.0,12.9055682,77.5455438,0.2274673373571319,0.1519599724939662,0.1694410044511424
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1218,2.0,1.0,73.0,2.0,1218.0,12.9426506,77.6027253,,,
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2559,3.0,2.0,141.0,3.0,2559.0,13.0176937,77.5555009,0.3738653299832751,0.4786746457239244,0.1939580095475588
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,1 BHK,,525,1.0,1.0,26.0,1.0,525.0,12.8653002,77.5372382,,,
Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,DSnjh S,1427,2.0,2.0,48.51,3.0,1427.0,12.9426506,77.6027253,,,
Built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,920,2.0,3.0,65.0,2.0,920.0,12.9558969,77.7405826,1.069675812437609,0.1070240573362368,0.1305269766110204
Built-up  Area,Ready To Move,Dommasandra,4 Bedroom,,2700,3.0,2.0,68.0,4.0,2700.0,12.8777098,77.7534769,,0.1934770482984424,0.1921957340920323
Super built-up  Area,Ready To Move,Indira Nagar 3rd Stage,3 BHK,,1740,3.0,2.0,199.0,3.0,1740.0,12.9768429,77.6465919,0.0383288706381198,0.1076614536845885,0.08609454319958
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,,1355,2.0,,40.0,3.0,1355.0,13.0120218,77.6777817,0.7012545493049456,0.1005038444793955,0.1340673492662811
Carpet  Area,Ready To Move,Gokula Extension,3 BHK,,1372,2.0,1.0,90.0,3.0,1372.0,13.0058913,77.5791562,0.136992239372344,0.157053355907313,0.0666708891150523
Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,Undge T,2363,5.0,2.0,120.0,4.0,2363.0,12.9829907,77.5744995,0.8129287736298327,0.3522910287387797,0.1372302855063105
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3895,4.0,3.0,220.0,4.0,3895.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC ,1950,3.0,2.0,131.0,3.0,1950.0,13.0784743,77.6068938,2.422881161415774,0.8241615020057301,0.1216825084790213
Built-up  Area,Ready To Move,Yelahanka,2 BHK,,600,2.0,2.0,27.0,2.0,600.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Plot  Area,Ready To Move,Vijayanagar,2 Bedroom,,1380,2.0,0.0,225.0,2.0,1380.0,12.9709537,77.5373851,0.1628118786278103,0.0476913123762571,0.0021055621507858
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,62.0,2.0,1339.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1130,2.0,1.0,36.0,2.0,1130.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1085,2.0,2.0,43.0,2.0,1085.0,12.9055682,77.5455438,0.2274673373571319,0.1519599724939662,0.1694410044511424
Built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1430,3.0,2.0,72.0,3.0,1430.0,13.0176937,77.5555009,0.3738653299832751,0.4786746457239244,0.1939580095475588
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,5 BHK,PeBayle,6200,5.0,,720.0,5.0,6200.0,12.9778951,77.5164792,1.6170914410500894,0.5265660189821747,2.378736265459641
Super built-up  Area,Ready To Move,AGS Layout,3 BHK,,1490,2.0,1.0,59.6,3.0,1490.0,12.9127651,77.5340498,,,
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,,1650,4.0,0.0,99.0,4.0,1650.0,13.036775,77.6036324,0.1660492427572014,0.2616505796602202,0.2361097863274085
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1286,2.0,2.0,57.0,2.0,1286.0,12.9320495,77.6842915,,,
Built-up  Area,Ready To Move,KR Garden,2 BHK,Saavear,925,2.0,2.0,63.0,2.0,925.0,12.9549208,77.6565969,1.2350996333262854,0.2303303065580923,0.4140088842408415
Super built-up  Area,Ready To Move,Bellandur,4 BHK,Sonyxa ,3016,4.0,3.0,230.0,4.0,3016.0,12.9320495,77.6842915,,,
Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1000,2.0,2.0,44.0,2.0,1000.0,12.9018012,77.6641767,1.3909299035710845,0.8326963261355745,1.3074632901104353
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1215,2.0,2.0,39.0,2.0,1215.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Plot  Area,Ready To Move,Kanakadasa Layout,4 Bedroom,,1200,3.0,1.0,95.0,4.0,1200.0,12.9823009,77.5896603,0.6580174952192218,0.9239618105226708,0.1093837349086744
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,673,1.0,1.0,36.85,1.0,673.0,13.0176937,77.5555009,0.3738653299832751,0.4786746457239244,0.1939580095475588
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,1.0,58.0,2.0,1200.0,13.0239276,77.6923621,,,
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,,1600,3.0,3.0,160.0,3.0,1600.0,13.0027353,77.5703253,0.2143519029451255,0.1013357314468058,0.0943480474278475
Plot  Area,Ready To Move,Mallathahalli,2 Bedroom,,1200,2.0,0.0,79.0,2.0,1200.0,12.969649,77.5023618,2.1094366262105178,0.2024634959255617,0.208423842611637
Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,,2480,4.0,1.0,750.0,6.0,2480.0,12.9732913,77.6404672,0.1313417961324739,0.2364411182275815,0.066302430776592
Super built-up  Area,18-Apr,Jayamahal Extension,3 BHK,,2500,3.0,,270.0,3.0,2500.0,13.0011064,77.5969579,1.2060995165974309,0.5345095336548265,0.2660024783116362
Plot  Area,Ready To Move,Devanahalli,5 Bedroom,,2400,5.0,3.0,100.0,5.0,2400.0,13.142344,77.7339688,,1.284534894489931,0.5108250171089255
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,,1143,2.0,2.0,65.0,2.0,1143.0,12.9118578,77.6517238,0.2920468130903524,0.1024464927077078,0.0162075686550721
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,JRrnauv,1470,2.0,2.0,61.74,2.0,1470.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Vaoodar,1785,3.0,2.0,94.0,3.0,1785.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,3.0,2.0,286.0,3.0,2292.0,12.9357366,77.624081,0.2675297796352062,0.1653487625354119,0.1165363339309041
Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1460,3.0,3.0,71.0,3.0,1460.0,12.8701259,77.5820178,0.2901253561555079,1.2046900818961757,0.1255652912582252
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1500,2.0,3.0,80.0,3.0,1500.0,13.0015277,77.6512362,0.5432022852901733,0.7088322872416989,0.6359952869577619
Plot  Area,Ready To Move,Yelahanka,5 Bedroom,,1200,4.0,1.0,140.0,5.0,1200.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Built-up  Area,Ready To Move,Sanjay nagar,5 BHK,,3300,3.0,,250.0,5.0,3300.0,12.9578658,77.6958748,0.7629447133998302,0.3149495935342058,0.1928261321293142
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1230,2.0,2.0,48.0,2.0,1230.0,12.9121916,77.5476337,0.4139509772357904,0.2664041276046013,0.2722963169900159
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,20.0,1.0,650.0,13.0978039,77.5811889,0.1393603884017802,0.1883119441489786,0.3304606867096978
Super built-up  Area,Ready To Move,Benson Town,2 BHK,,1480,2.0,,120.0,2.0,1480.0,12.997343,77.6036815,0.6459429891583218,0.3222163028721158,0.3116091335718602
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,1.0,43.92,2.0,1220.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1570,3.0,1.0,115.0,3.0,1570.0,12.9947771,77.676929,1.097700361699321,0.3785460313245309,0.5661372802290995
Built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,,3000,3.0,3.0,400.0,3.0,3000.0,13.0110193,77.5808641,0.22947715411048,0.2175651162359071,0.2723567106926853
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,86.91,3.0,1665.0,13.0548302,77.5155741,2.4592409808990885,0.6787299500957701,0.5584357386846475
Plot  Area,Ready To Move,Banagiri Nagar,3 Bedroom,,1350,3.0,1.0,380.0,3.0,1350.0,12.9228552,77.5586323,,,
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,4000,5.0,2.0,600.0,4.0,4000.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1100,2.0,0.0,68.0,2.0,1100.0,13.0120218,77.6777817,0.7012545493049456,0.1005038444793955,0.1340673492662811
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,2.0,1.0,87.01,3.0,1350.0,12.929217,77.549692,0.7272082591558665,0.1827508749710677,0.2221251436557788
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719,3.0,2.0,116.0,3.0,1719.0,12.9047595,77.6759172,2.2843970189080567,0.2078463463142163,0.0136086158689195
Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,35.0,1.0,664.0,13.1424106,77.7340989,,1.274730303566862,0.5223279199956383
Super built-up  Area,18-Dec,Sonnenahalli,2 BHK,Skacak ,1011,2.0,1.0,50.53,2.0,1011.0,12.9433048,77.4801187,2.409374851402626,0.4251122896450219,0.132303468486275
Built-up  Area,Ready To Move,Akshya Nagar,6 Bedroom,,2400,6.0,0.0,130.0,6.0,2400.0,13.0694057,77.5451149,,,
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,VSlistr,704 - 730,2.0,0.0,49.475,2.0,717.0,13.0176937,77.5555009,0.3738653299832751,0.4786746457239244,0.1939580095475588
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Skstark,1520,2.0,2.0,150.0,3.0,1520.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,Vancya ,1350,2.0,2.0,53.0,3.0,1350.0,12.9055682,77.5455438,0.2274673373571319,0.1519599724939662,0.1694410044511424
Super built-up  Area,15-Nov,Kothanur,3 BHK,Somumys,1760,3.0,,150.0,3.0,1760.0,12.8701259,77.5820178,0.2901253561555079,1.2046900818961757,0.1255652912582252
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,875,2.0,1.0,33.0,2.0,875.0,12.9876393,77.7377718,0.851841059365923,0.6283640539606055,0.0687572895657852
Super built-up  Area,Ready To Move,Hennur,2 BHK,Adity T,1231,2.0,2.0,48.0,2.0,1231.0,13.037077,77.6413572,0.3170708393967492,0.0449268208608158,0.0553197745235349
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2 BHK,,1464,2.0,2.0,56.0,2.0,1464.0,12.9419903,77.5973807,0.2565526226316076,0.2026508648396136,0.10577485201535
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,,2200,3.0,2.0,130.0,3.0,2200.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,,850,2.0,2.0,55.0,2.0,850.0,12.9883249,77.6004488,0.4289336185869077,0.2581316562432131,0.19696017345994
Built-up  Area,Ready To Move,Sahyadri Layout,3 BHK,Adthm R,1750,3.0,1.0,180.0,3.0,1750.0,12.9064193,77.5633803,0.4049572510245178,0.0403380152144224,0.1212466332609173
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,NCaveun,2024,3.0,,157.0,3.0,2024.0,12.9114349,77.5992958,,,
Plot  Area,Ready To Move,Mathikere SBM colony,2 Bedroom,,1500,1.0,0.0,160.0,2.0,1500.0,13.0372442,77.5566011,1.0466319616267512,0.2028008230695043,0.2150171401733672
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2408,4.0,2.0,260.0,3.0,2408.0,12.9635497,77.6460411,0.2641434516488122,0.2476718382881742,0.4051581314440208
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,44.0,2.0,1080.0,13.142344,77.7339688,,1.284534894489931,0.5108250171089255
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,2070,3.0,2.0,225.0,3.0,2070.0,12.9732913,77.6404672,0.1313417961324739,0.2364411182275815,0.066302430776592
Built-up  Area,18-Dec,Electronic City,2 BHK,,1020,2.0,1.0,29.46,2.0,1020.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,55.0,3.0,1500.0,12.8742536,77.6260073,0.0564740136609505,0.4261364523608231,0.0426900671248846
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,1575,5.0,1.0,158.0,4.0,1575.0,13.0113153,77.5446972,0.2374027662924826,0.4081989036260679,0.0950670862772034
Plot  Area,Ready To Move,Kodichikkanahalli,4 Bedroom,,3250,4.0,1.0,180.0,4.0,3250.0,12.8966996,77.6124269,0.2217281762657111,0.2632316869346831,0.6305082102936035
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1175,2.0,1.0,47.0,2.0,1175.0,12.9055682,77.5455438,0.2274673373571319,0.1519599724939662,0.1694410044511424
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1030,2.0,1.0,34.5,2.0,1030.0,12.9872969,77.7538838,0.923532000070958,0.4836889415930316,0.0923344082352072
Super built-up  Area,18-Jul,Hebbal,2 BHK,Mahosya,1440,2.0,1.0,115.0,2.0,1440.0,13.0382184,77.5919,0.7863823345646925,0.1236876912510814,0.3075766141575576
Built-up  Area,Ready To Move,Hoodi,2 BHK,SMaxyay,1500,2.0,1.0,84.0,2.0,1500.0,12.9959233,77.7192796,0.3892118110996679,1.0030747810000276,0.0340530115309367
Plot  Area,Ready To Move,Thanisandra,1 Bedroom,,1380,1.0,1.0,62.1,1.0,1380.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Built-up  Area,Ready To Move,Bagalur,2 BHK,Haows M,1200,2.0,3.0,50.0,2.0,1200.0,13.0079918,77.6184726,,,
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,2240,5.0,2.0,155.0,3.0,2240.0,12.9058923,77.675465,2.1541483626810844,0.150202076794886,0.123281214930083
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1584.01,3.0,1.0,103.0,3.0,1584.01,13.0720352,77.6333905,1.382944725422289,0.2177405617129972,0.0355851745103119
Super built-up  Area,Ready To Move,P Krishnappa Layout,3 BHK,Apitea ,1340,3.0,3.0,77.0,3.0,1340.0,12.9070818,77.6929357,0.7065584964685563,0.3614436317191533,0.2720011622726933
Super built-up  Area,Ready To Move,Green Garden Layout,3 BHK,Mas 2 H,1800,3.0,2.0,70.0,3.0,1800.0,12.8727237,77.6451233,0.6433027210657665,0.1091579386507322,0.5515524902558565
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1200,2.0,3.0,45.0,2.0,1200.0,13.0254156,77.5960071,0.3705923731324917,0.1368004962649884,0.1607355940841766
Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,AsastDe,685,1.0,1.0,40.0,1.0,685.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin ,925,2.0,3.0,42.0,2.0,925.0,13.0344453,77.6766779,0.8909151450818696,0.207124654153715,0.2243660817221848
Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1230,2.0,2.0,57.0,2.0,1230.0,12.9799554,77.7109706,0.7481587989110038,0.2038260743266483,0.2014490858382987
Plot  Area,Ready To Move,Manjunath Nagar,5 Bedroom,,1200,5.0,1.0,185.0,5.0,1200.0,12.9536329,77.6543602,1.1837030460344262,0.2390009528951653,0.4202899269707838
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Aaubyya,1125,2.0,1.0,52.0,2.0,1125.0,12.8966996,77.6124269,0.2217281762657111,0.2632316869346831,0.6305082102936035
Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1100,2.0,1.0,54.0,2.0,1100.0,13.0382184,77.5919,0.7863823345646925,0.1236876912510814,0.3075766141575576
Plot  Area,18-Aug,Jigani,3 Bedroom,Prllasw,2400,3.0,2.0,149.0,3.0,2400.0,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Super built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,41.58,3.0,1400.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Super built-up  Area,Ready To Move,Jakkur,3 BHK,Ceezey ,1858,3.0,1.0,98.3,3.0,1858.0,13.0784743,77.6068938,2.422881161415774,0.8241615020057301,0.1216825084790213
Built-up  Area,Ready To Move,Ambedkar Nagar,4 BHK,SoechHa,3530,4.0,2.0,290.0,4.0,3530.0,12.9798531,77.7541055,,,
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,,1185,2.0,2.0,60.0,2.0,1185.0,12.9116225,77.6388622,0.3759611716599876,0.3075278370674322,0.1294634386203708
Plot  Area,Ready To Move,RMV 2nd Stage,2 Bedroom,,1200,2.0,1.0,216.0,2.0,1200.0,13.0360109,77.5695288,1.0285946577403429,0.2301682947753185,0.2479091799370716
